IM/JO/216,JO,216,T/JO/769,False,1665,1665-05-11 00:00:00,Tolbooth,Stirling,False,Released,jhm,2001-08-31 13:06:36,jhm,2001-10-19 09:24:47
IM/JO/217,JO,217,T/JO/769,True,12/1664,1664-11-09 00:00:00,Tolbooth,Edinburgh,False,Moved,jhm,2001-08-31 13:07:00,jhm,2001-10-19 09:25:14
IM/JO/218,JO,218,T/JO/770,False,,,,Forfar,False,,jhm,2001-08-31 13:10:44,LEM,2002-10-28 12:59:55
IM/JO/219,JO,219,T/JO/772,False,5/1666,1666-04-10 00:00:00,Tolbooth,Anstruther Wester,False,,jhm,2001-08-31 14:35:59,jhm,2001-08-31 14:36:14
IM/JO/220,JO,220,T/JO/773,False,9/1666,1666-08-11 00:00:00,Tolbooth,Torryburn,False,,jhm,2001-08-31 15:06:45,jhm,2001-08-31 15:06:56
IM/JO/221,JO,221,T/JO/774,False,9/1666,1666-08-11 00:00:00,Tolbooth,Torryburn,False,,jhm,2001-08-31 15:16:09,jhm,2001-08-31 15:16:20
IM/JO/222,JO,222,T/JO/775,False,9/1666,1666-08-11 00:00:00,Tolbooth,Torryburn,False,,jhm,2001-08-31 15:19:41,jhm,2001-08-31 15:19:52
IM/JO/223,JO,223,T/JO/776,False,9/1666,1666-08-11 00:00:00,Tolbooth,Torryburn,False,,jhm,2001-08-31 15:22:57,jhm,2001-08-31 15:23:07
IM/JO/224,JO,224,T/JO/777,False,9/1666,1666-08-11 00:00:00,Tolbooth,Torryburn,False,,jhm,2001-08-31 15:25:57,jhm,2001-08-31 15:26:06
IM/JO/225,JO,225,T/JO/778,False,9/1666,1666-08-11 00:00:00,Tolbooth,Torryburn,False,,jhm,2001-08-31 15:35:33,jhm,2001-08-31 15:35:44
IM/JO/226,JO,226,T/JO/779,False,9/1666,1666-08-11 00:00:00,Tolbooth,Torryburn,False,,jhm,2001-08-31 15:38:25,jhm,2001-08-31 15:38:35
IM/JO/227,JO,227,T/JO/780,False,1/1667,1666-12-11 00:00:00,Tolbooth,St Andrews,False,,jhm,2001-08-31 15:45:06,jhm,2001-08-31 15:45:18
IM/JO/228,JO,228,T/JO/769,False,1664,1664-05-10 00:00:00,,Dunblane,False,Moved,jhm,2001-08-31 16:05:14,jhm,2001-08-31 16:05:41
IM/JO/229,JO,229,T/JO/782,False,,,,Jedburgh,False,,jhm,2001-09-03 11:03:26,jhm,2002-10-11 16:18:30
IM/JO/23,JO,23,T/JO/102,False,,,,Haddington,False,,jhm,2001-06-14 14:43:33,LEM,2002-10-28 12:53:58
IM/JO/230,JO,230,T/JO/783,False,,,,Jedburgh,False,,jhm,2001-09-03 11:09:48,jhm,2002-10-11 16:18:49
IM/JO/231,JO,231,T/JO/784,False,,,,Jedburgh,False,,jhm,2001-09-03 11:13:45,jhm,2002-10-11 16:18:55
IM/JO/232,JO,232,T/JO/788,False,,,,Tyninghame,False,,jhm,2001-09-04 14:52:11,jhm,2002-10-18 10:54:48
