Species,catalog.num,field.num,SVL,Head.width,Head.length,Internarial,Interorbital,Eye.length,Eye.naris,Naris.snout,Antebrachial.length,Femur.length,Tibio.fibula,Family
Adelotus_brevis,202659,,47.58,16.92,19.65,2.35,6.71,3.51,2.89,4.94,9.17,17.76,20.24,Limnodynastidae
Adelotus_brevis,202658,,38.64,14.22,17.24,2.09,5.01,3.42,2.55,3.11,6.7,15.62,16.56,Limnodynastidae
Adelotus_brevis,132677,FS AGK 1138,38.38,12.69,15.52,1.74,5.95,3.29,2.82,3.14,7.28,15.58,16.91,Limnodynastidae
Lechriodus_melanopyga,131281,FS AGK 1223,51.56,15.52,18.97,1.52,4.92,5.11,3.79,2.72,13.86,25.57,31.22,Limnodynastidae
Lechriodus_melanopyga,131281,FS AGK 1226,52.11,14.1,18.64,1.31,5.08,5.38,3.65,1.79,13.24,25.77,30.86,Limnodynastidae
Lechriodus_melanopyga,131281,FS AGK 1227,49.21,14.81,18.28,1.29,5.23,5.43,3.56,1.54,12.98,23.94,29.6,Limnodynastidae
Lechriodus_melanopyga,131281,FS AGK 1222,51.19,15.02,17.92,1.47,6.41,5.23,3.87,1.57,12.68,25.44,30.93,Limnodynastidae
Lechriodus_melanopyga,131280,,48.54,14.31,18.16,1.41,6.24,5.03,3.67,1.6,12.42,24.22,28.23,Limnodynastidae
Limnodynastes_convexiusculus,202667,,34.04,11.06,13.01,1.54,3.59,3.57,2.33,1.97,6.81,11.31,14.05,Limnodynastidae
Limnodynastes_convexiusculus,132833,,36.03,11.2,14.64,1.51,3.62,3.75,2.3,2.9,5.54,14.11,14.21,Limnodynastidae
Limnodynastes_convexiusculus,202666,,32.08,10.63,13.02,1.34,3.22,3.21,1.8,2.13,6.76,13.22,13.56,Limnodynastidae
Limnodynastes_convexiusculus,202665,,35.51,11.09,14.62,1.27,4.28,3.36,2.58,1.89,7.37,13.47,15.34,Limnodynastidae
Limnodynastes_dumerilii,170429,,50.31,16.49,19.09,1.87,6.22,4.62,2.72,3.2,10.42,19.56,18.78,Limnodynastidae
Limnodynastes_dumerilii,170493,,62.87,22.76,22.39,2.83,8.47,6.56,3.75,3.5,12.71,25.65,23.03,Limnodynastidae
Limnodynastes_dumerilii,210570,,50.22,20.64,22.87,2.4,7.79,5.57,3.34,3.61,11.98,24.52,22.3,Limnodynastidae
Limnodynastes_dumerilii,170495,,52.71,17.54,17.11,2.53,7.78,5.86,3.37,3.88,10.95,20.86,20.61,Limnodynastidae
Limnodynastes_dumerilii,170510,,51.74,16.98,19.33,2.51,7.13,4.62,3.29,2.89,11.52,20.68,20.3,Limnodynastidae
Limnodynastes_fletcheri,132706,FS AGK 00771,47.19,13.42,15.91,1.58,5.26,4.06,2.97,1.87,12.16,19.69,19.74,Limnodynastidae
Limnodynastes_fletcheri,132706,FS AGK 00763,47.52,13.71,15.44,1.98,4.98,4.31,3.04,1.42,9.86,19.05,19.29,Limnodynastidae
Limnodynastes_fletcheri,132706,FS AGK 00770,47.27,13.81,15.88,1.62,5.11,3.96,3.04,2.35,12.79,19.19,19.62,Limnodynastidae
Limnodynastes_fletcheri,132706,FS AGK 00767,47.39,13.71,14.91,1.85,3.74,4.02,3.3,2.16,12.81,19.7,20.29,Limnodynastidae
Limnodynastes_fletcheri,132706,FS AGK 00764,43.67,13.02,14.19,1.49,4.47,3.62,2.92,1.59,11.69,17.71,19.64,Limnodynastidae
Limnodynastes_peronii,202736,,44.04,11.21,13.13,1.94,4.78,3.7,2.73,2.6,9.24,19.32,22,Limnodynastidae
Limnodynastes_peronii,83391,,50.35,13.99,17.31,2.08,5.2,4.19,2.74,2.95,10.89,21.59,23.54,Limnodynastidae
Limnodynastes_peronii,202739,,47.04,12.17,17.2,2.14,5.2,3.51,2.55,3.23,9.41,20.21,23.65,Limnodynastidae
Limnodynastes_peronii,170445,,46.35,13.33,16.6,2.14,5.89,4.01,3.5,3.39,11.53,18.74,20.33,Limnodynastidae
Limnodynastes_peronii,170444,,49.73,14.45,18.43,2.82,6.54,3.33,4.01,3.62,12.89,24.26,24.86,Limnodynastidae
Limnodynastes_tasmaniensis,132715,FS AGK 00924,37.11,9.37,14.06,1.45,4.39,3.02,2.88,1.84,8.44,15.73,15.98,Limnodynastidae
Limnodynastes_tasmaniensis,132713,FS AGK 00507,38.7,12.04,14.15,1.43,4.33,3.82,2.43,2.44,6.74,13.57,14.69,Limnodynastidae
Limnodynastes_tasmaniensis,132715,FS AGK 00926,35.85,10.37,13.05,1.66,4.03,3.47,2.44,2.64,7.3,14.52,15.77,Limnodynastidae
Limnodynastes_tasmaniensis,170517,,35.45,9.69,12.39,1.85,4.36,3.12,2.29,2.59,7.15,13.78,14.44,Limnodynastidae
Limnodynastes_tasmaniensis,132715,FS AGK 00921,38.71,9.63,13.21,1.78,4.29,3.93,2.64,1.76,7.76,15.15,16.28,Limnodynastidae
Limnodynastes_terraereginae,73916,A,65.68,26.47,30.41,2.56,10.82,5.86,4.65,2.31,16.31,27.01,25.18,Limnodynastidae
Limnodynastes_terraereginae,83394,,64.49,23.79,24.05,3.51,9.54,6.36,3.94,2.72,15.34,29.34,25.53,Limnodynastidae
Limnodynastes_terraereginae,73916,B,60.18,24.44,25.2,3.71,10.28,5.47,4.34,2.5,14,22.15,24.47,Limnodynastidae
Limnodynastes_terraereginae,202745,,66.56,23.73,25.12,3.81,10.58,7.73,5.16,2.78,15.07,28.65,24.83,Limnodynastidae
Aglyptodactylus_madagascariensis,225842,,58.59,21.61,26.45,5.44,9.81,8.92,4.99,3.14,12.11,35.02,37.72,Mantellidae
Aglyptodactylus_madagascariensis,213566,,56.87,22.88,26.78,4.84,9.34,7.13,5.65,2.95,11.7,34.98,37.5,Mantellidae
Aglyptodactylus_madagascariensis,213564,,55.92,23.93,26.38,5.22,10.21,6.68,5.19,3.47,12.25,36.03,38.71,Mantellidae
Blommersia_grandisonae,197540,,18.56,5.43,7.03,1.88,3.2,1.86,1.7,1.16,3.77,9.62,10.58,Mantellidae
Blommersia_grandisonae,197546,,18.99,5.4,7.68,1.91,3.27,1.83,1.7,1.18,3.7,9.43,10.35,Mantellidae
Blommersia_grandisonae,197543,,17.5,5.19,7.32,1.95,2.98,1.68,1.49,1.2,3.11,8.89,10.06,Mantellidae
Blommersia_wittei,220147,,23.54,7.29,10.59,2.06,4.8,2.9,2.19,1.35,4.02,11.23,11.77,Mantellidae
Blommersia_wittei,220142,,22.53,7.17,9.89,2.09,4.29,2.72,2,1.42,4.2,11.21,11.32,Mantellidae
Blommersia_wittei,213385,,23.37,7.22,9.87,2.41,4.52,2.35,2.63,1.52,4.16,11.88,12.07,Mantellidae
Boophis_albilabris,213634,,83.85,30.35,33.28,9.2,17.53,10.13,6.62,4.7,14.41,46.88,45.96,Mantellidae
Boophis_albilabris,214698,,83.56,30.27,28.75,9.19,17.34,10.84,6.12,5.84,14.74,43,42.29,Mantellidae
Boophis_albilabris,201442,,77.07,26.41,26.83,7.86,15.06,9.29,6.51,5.14,13.54,32,37.17,Mantellidae
Boophis_boehmei,225856,,37.06,14.25,14.48,4.05,6.28,5.46,2.74,3.05,7.65,19.97,20.63,Mantellidae
Boophis_boehmei,225853,,38.86,13.07,14.73,3.86,6.19,4.98,2.58,3.05,7.33,19.54,19.85,Mantellidae
Boophis_boehmei,225852,,35.41,12.57,13.85,3.57,6.75,4.59,2.84,3.44,7.22,19.29,19.09,Mantellidae
Boophis_goudotii,188382,,90.65,34.57,36.99,8.78,15.24,9.93,5.68,8.05,18.4,52.87,53.08,Mantellidae
Boophis_goudotii,188384,,88.11,32.17,33.41,8.31,15,10.12,5.62,7.48,14.67,42.31,45.31,Mantellidae
Boophis_goudotii,188386,,88.73,35.95,34.86,9.69,16.34,10.76,5.58,8.57,17.51,52.35,51.72,Mantellidae
Boophis_idae,225874,,21.35,6.99,9.17,1.52,3.75,2.71,1.78,1.53,3.53,9.47,10.82,Mantellidae
Boophis_idae,225875,,19.28,7.14,8.87,1.8,4.13,2.99,1.36,1.69,3.65,11.18,11.33,Mantellidae
Boophis_idae,225873,,18.51,6.09,8.51,1.6,3.53,2.92,1.4,1.23,3.34,10.41,10.57,Mantellidae
Boophis_luteus,214726,,54.74,19.39,20.09,5.7,10.98,7.11,4.05,4.97,10.87,29.9,30.25,Mantellidae
Boophis_luteus,214730,,43.3,15.64,16.13,4,9.81,6.18,3.06,3.85,8.12,23.98,24.11,Mantellidae
Boophis_luteus,214727,,46.12,15.25,16.17,4.81,9.16,6.42,2.77,4.1,8.08,24.24,24.08,Mantellidae
Boophis_madagascariensis,214739,,69.19,27.02,26.35,7.13,12.99,8.84,5.4,5.44,12.04,34.56,34.61,Mantellidae
Boophis_madagascariensis,225881,,78.37,28.17,27.54,8,14.99,12.23,5.85,7.61,14.82,42.94,41.36,Mantellidae
Boophis_madagascariensis,225879,,70.5,28.27,25.9,7.9,14.4,9.22,5.76,4.47,12.32,39.29,40.43,Mantellidae
Boophis_microtympanum,213809,,31.14,9.61,10.2,1.7,4.63,2.77,1.66,1.84,8.4,16.5,15.54,Mantellidae
Boophis_microtympanum,213813,,33.11,9.69,11.77,2.1,4.32,3.62,1.4,2.63,7.89,16.63,16.5,Mantellidae
Boophis_microtympanum,213811,,40.47,11.69,11.03,2.24,5.18,3.44,1.89,2.71,9.53,19.91,19.36,Mantellidae
Boophis_microtympanum,225885,,31.26,8.78,10.15,1.4,3.92,2.85,1.96,1.9,7.58,15.13,13.92,Mantellidae
Boophis_microtympanum,213812,,39.46,11.17,13.83,2.5,5.6,3.73,2.7,2.07,9.51,19.92,19.46,Mantellidae
Boophis_rappiodes,213873,,31,10.74,11.12,2.39,5.22,4.36,2.33,1.44,5.75,18.11,17.25,Mantellidae
Boophis_rappiodes,213867,,24.29,8.7,8.76,2.02,4.64,3.51,2.06,1.79,4.09,14.31,13.8,Mantellidae
Boophis_rappiodes,213868,,25.57,8.69,9.28,2.01,4.84,3.37,2.44,1.11,4.41,14.56,13.63,Mantellidae
Boophis_reticulatus,221740,,45.27,15.83,16.61,2.74,7.48,4.35,3.76,2.56,10.25,25.38,25.01,Mantellidae
Boophis_reticulatus,214764,,45.28,15.26,16.71,2.99,6.84,4.54,3.28,2.21,10.41,26.18,26.02,Mantellidae
Boophis_reticulatus,198612,,48.37,14.42,16.62,2.88,6.83,4.41,3.28,2.91,11.04,26.01,27.67,Mantellidae
Boophis_reticulatus,198611,,45.73,14.61,17.26,3.21,6.94,4.5,3.36,3.39,10.7,27.15,28.79,Mantellidae
Boophis_reticulatus,198706,,42.36,13.17,15.74,2.7,5.37,4.13,3.1,2.33,10.14,23.81,25.94,Mantellidae
Boophis_tephraeomystax,237265,,48.63,15.42,17.65,2.31,7.08,4.86,4.23,1.8,10.09,24.68,24.17,Mantellidae
Boophis_tephraeomystax,240480,,49.47,14.07,17.52,2.39,7.24,5.08,4.51,1.39,10.33,24.9,24.72,Mantellidae
Boophis_tephraeomystax,237261,,48.99,14.97,16.33,2.47,7.38,4.91,4.25,2.53,8.92,22.94,22.75,Mantellidae
Boophis_tephraeomystax,237291,,49.91,15.23,17.13,2.49,7.12,5.22,3.99,1.78,11,23.98,24.11,Mantellidae
Boophis_tephraeomystax,240476,,48.93,14.11,17.23,2.26,7.46,5.11,4.04,1.97,9.5,25.4,24.91,Mantellidae
Boophis_viridis,213970,,39.52,14.35,17.06,2.95,6.73,5.7,3.32,2.08,6.95,21.8,21.48,Mantellidae
Boophis_viridis,213968,,39.84,14.33,17.17,3.15,7.04,5.25,3.3,1.93,6.72,22.39,22.36,Mantellidae
Gephyromantis_asper,219831,,32.73,11.7,13.43,2.73,6.27,3.93,3.2,1.86,6.36,20.67,22.39,Mantellidae
Gephyromantis_asper,240503,,34.68,12.94,15.16,2.67,6.75,4.06,3.88,2.16,7.37,20.94,22.86,Mantellidae
Gephyromantis_asper,240504,,32,10.6,13.67,1.99,6.03,3.78,4.15,1.88,7.66,18.6,22.27,Mantellidae
Gephyromantis_boulengeri,214635,,28.79,9.36,11.53,2.47,5.13,2.75,3.23,1.87,5.21,14.42,15.64,Mantellidae
Gephyromantis_boulengeri,214632,,28.62,9.85,12.52,2.69,4.64,2.93,3.12,1.9,5.03,14.76,15.78,Mantellidae
Gephyromantis_boulengeri,214631,,30.19,10.14,12.25,2.75,5.24,3.42,3.24,1.88,4.62,15.02,16.26,Mantellidae
Gephyromantis_cornutus,213324,,40.52,13.78,15.59,3.49,8.01,4.67,3.92,1.95,7.96,25.1,26.73,Mantellidae
Gephyromantis_cornutus,213323,,37.37,13.53,15.58,3.61,7.23,4.76,3.34,2.23,7.66,22.08,23.66,Mantellidae
Gephyromantis_cornutus,214249,,38.42,13.91,16.98,4.45,7.53,4.95,3.87,2.45,8.13,25.25,28.75,Mantellidae
Gephyromantis_decaryi,219975,,27.85,10.27,12.48,2.19,5.46,3.43,2.86,1.7,6.27,15.54,16.74,Mantellidae
Gephyromantis_decaryi,219972,,28.34,10.55,12.3,2.64,5.39,3.69,3.01,1.75,5.19,13.77,14.67,Mantellidae
Gephyromantis_decaryi,219960,,28.72,9.85,12.61,2.58,4.95,3.05,3.33,1.79,5.42,14.92,15.85,Mantellidae
Gephyromantis_eiselti,214642,,29.25,9.48,11.82,2.69,4.91,2.66,2.86,1.98,5.47,15.63,17.6,Mantellidae
Gephyromantis_eiselti,214683,,27.91,8.68,12.15,2.71,4.99,2.73,2.4,1.79,5.49,16.38,16.7,Mantellidae
Gephyromantis_eiselti,214688,,28.54,8.88,11.62,2.37,4.59,2.99,2.32,1.74,5.23,14.78,15.51,Mantellidae
Gephyromantis_granulatus,212968,,45.29,14.37,17.22,3.89,7.88,4.15,4.48,2.17,7.43,19.53,26.64,Mantellidae
Gephyromantis_granulatus,213002,,45.61,13.26,16.5,2.97,7.22,5.03,4.78,1.71,8.53,24.44,27,Mantellidae
Gephyromantis_granulatus,213008,,41.72,13.56,16.7,3.13,7.27,4.91,4.67,2.02,7.78,22.78,25.76,Mantellidae
Gephyromantis_klemmeri,214267,,25.78,7.87,9.68,1.95,5.36,3.13,2.22,1.56,5.52,13.89,14.62,Mantellidae
Gephyromantis_klemmeri,214268,,24.34,7.61,9.53,1.76,4.63,2.31,2.24,1.57,5.52,13.57,14.08,Mantellidae
Gephyromantis_klemmeri,213048,,24.13,7.45,8.98,1.48,4.09,2.68,2.34,1.74,5,13.2,13.87,Mantellidae
Gephyromantis_leucocephalus,236447,,30.17,10.14,13.23,2.09,5,3.13,3.06,1.83,5.92,13.42,16.26,Mantellidae
Gephyromantis_leucocephalus,236448,,31.38,10.43,12.4,2.62,4.32,3.88,2.81,1.77,5.17,15.36,17.05,Mantellidae
Gephyromantis_leucocephalus,236449,,29.31,10.05,13.24,2.21,5.03,3.26,2.85,1.36,5.53,12.92,15.28,Mantellidae
Gephyromantis_leucomaculatus,213344,,44.85,14.03,17.92,3.55,7.78,5.25,4.78,2.47,7.72,24.8,27.38,Mantellidae
Gephyromantis_leucomaculatus,213339,,43.48,15.15,17.66,3.98,8.16,4.95,4.91,2.2,8.36,26.16,30.2,Mantellidae
Gephyromantis_leucomaculatus,212986,,42.18,14.33,17.02,3.3,7.79,4.64,4.75,2.19,6.55,20.35,24.01,Mantellidae
Gephyromantis_luteus,214572,,47.45,16.64,19.18,4.12,8.4,5.25,5.33,2.95,7.73,25.4,30.34,Mantellidae
Gephyromantis_luteus,214570,,47.99,16.5,18.19,4.08,8.45,4.63,4.86,2.4,8.29,26.48,30.5,Mantellidae
Gephyromantis_luteus,214569,,48.28,17.05,19.95,4.07,8.54,5.38,4.89,2.96,8.39,27.07,31.98,Mantellidae
Gephyromantis_pseudoasper,213289,,38.75,12.44,12.52,2.48,6.04,4.1,3.91,1.65,7.49,18.9,19.96,Mantellidae
Gephyromantis_pseudoasper,212481,,38.89,13.41,14.35,2.84,6.37,4.55,3.82,1.85,8.03,20.37,20.22,Mantellidae
Gephyromantis_pseudoasper,213285,,37.61,13.03,14.64,2.15,6.18,3.93,3.61,2.04,7.92,19.09,19.38,Mantellidae
Gephyromantis_redimitus,191569,,45.83,14.5,17.48,2.91,8.2,4.84,5.8,1.87,7.54,21.16,23.45,Mantellidae
Gephyromantis_redimitus,191567,,43.51,13.3,17.57,3,7.4,5.03,5.39,2.07,8.33,23,24.85,Mantellidae
Gephyromantis_redimitus,191568,,46.05,14.45,17.27,3.02,7.83,4.67,5.73,2.28,8.73,22.75,23.31,Mantellidae
Guibemantis_albolineatus,214519,,23.95,8.57,9.61,2.22,5.2,2.57,2.25,1.57,3.98,11.68,11.91,Mantellidae
Guibemantis_albolineatus,214526,,24.38,8.01,8.89,2.19,4.83,2.67,2.62,1.4,3.66,11.81,12.04,Mantellidae
Guibemantis_albolineatus,214522,,23.68,7.9,8.19,2.07,5.25,2.53,2.21,1.65,4.32,10.95,10.86,Mantellidae
Guibemantis_albolineatus,214520,,23.03,7.89,8.93,1.73,5.14,2.2,2.58,1.36,3.9,11.18,10.96,Mantellidae
Guibemantis_depressiceps,191575,,49.63,17,20.58,5.28,9.89,5.2,5.67,3.06,9.29,24.79,25.47,Mantellidae
Guibemantis_depressiceps,198115,,48.91,16.33,20.26,5.13,10.08,4.44,5.58,3.37,8.7,22.89,23.95,Mantellidae
Guibemantis_depressiceps,198120,,48.88,17.66,20.29,4.81,10.02,4.99,5.52,2.76,9.92,23.88,24.76,Mantellidae
Guibemantis_liber,220039,,29.39,10.32,11.37,2.42,5.43,3.38,2.62,1.89,5.27,13.91,14.68,Mantellidae
Guibemantis_liber,220040,,28.57,9.99,12.28,2.49,5.45,3.32,3.22,1.86,4.98,13.44,15.07,Mantellidae
Guibemantis_liber,213065,,30.6,9.52,11.09,2.33,5.32,2.88,3.12,1.64,5.44,14.4,15.84,Mantellidae
Guibemantis_tornieri,220110,,35.59,12.9,15.46,3.33,6.72,4.16,4.25,2.12,6.06,16.97,17.49,Mantellidae
Guibemantis_tornieri,220109,,34.69,11.92,14.43,3.27,6.85,4.2,3.67,2.2,6.37,16.91,16.88,Mantellidae
Laliostoma_labrosum,225823,,64,19.98,20.89,3.77,7.07,7.04,3.99,3.06,10.11,29.09,26.81,Mantellidae
Laliostoma_labrosum,225840,,63.96,22.4,22.65,4,9.02,7.79,4.8,3.29,10.15,31.41,28.2,Mantellidae
Laliostoma_labrosum,225824,,55.69,19.15,19.89,2.76,6.51,6,4.33,2.89,9.21,27.57,24.7,Mantellidae
Mantella_aurantiaca,229630,,16.65,5.4,7.47,2.03,3.56,2.35,1.55,1.06,3.58,6.36,7.95,Mantellidae
Mantella_aurantiaca,229631,,15.5,5.29,6.92,1.39,3.28,2.15,1.38,1.16,3.16,6.77,7.57,Mantellidae
Mantella_aurantiaca,229665,,13.26,4.49,5.57,1.69,2.84,2.03,1.16,1.16,2.73,5.76,6.59,Mantellidae
