Species,catalog.num,field.num,SVL,Head.width,Head.length,Internarial,Interorbital,Eye.length,Eye.naris,Naris.snout,Antebrachial.length,Femur.length,Tibio.fibula,Family
Oophaga_pumilio,118416,FS CD 7583,21.7,6.22,6.15,2.29,2.63,2.47,1.73,1.3,5.38,8.34,7.45,Dendrobatidae
Oophaga_speciosa,147845,,28.38,7.84,7.71,3.24,3.95,2.07,2.23,1.56,8.11,11.75,11.39,Dendrobatidae
Oophaga_speciosa,147846,,29.42,9.31,9.49,3.17,4.42,2.67,2.79,1.69,8.25,13.27,11.7,Dendrobatidae
Oophaga_speciosa,147843,,28.74,8.32,8.75,3.06,3.95,2.8,2.75,1.45,7.89,12.46,11.33,Dendrobatidae
Oophaga_speciosa,147841,,27.6,8.55,9.13,2.93,4.25,3.05,2.22,1.51,8.14,12.4,11.31,Dendrobatidae
Oophaga_speciosa,147850,,28.73,8.7,8.33,3.14,4.03,2.78,2.45,1.53,7.97,12.66,11.57,Dendrobatidae
Rheobates_palmatus,74796,,39.72,13.95,14.64,5.1,8.14,5.47,3.1,2.92,7.01,19.59,18.97,Dendrobatidae
Rheobates_palmatus,76072,,32.75,11.51,12.74,4.31,6.74,3.76,2.98,2.52,6.27,14.51,16.12,Dendrobatidae
Silverstoneia_flotator,135390,3728,15.55,4.41,5.15,1.55,1.84,1.93,1.18,0.88,4.11,6.17,6.71,Dendrobatidae
Silverstoneia_flotator,145590,,14.88,4.2,5.02,1.52,1.87,1.74,1.22,0.9,3.86,6.35,6.78,Dendrobatidae
Silverstoneia_flotator,137812,4315,17.93,4.85,5.6,2.08,2.19,2.33,1.55,1.01,4.39,8.14,7.9,Dendrobatidae
Silverstoneia_flotator,135390,3727,15.28,4.58,5.54,1.61,1.85,1.88,1.31,0.85,3.37,6.5,6.32,Dendrobatidae
Silverstoneia_flotator,167461,4495,18.07,5.25,6.13,1.88,2.34,2.43,1.97,1.14,4.19,8.23,7.67,Dendrobatidae
Euphlyctis_hexadactylus,61074,,88.79,31.68,37.07,4.62,12.02,6.41,8.98,4.31,12.08,39.59,39.15,Dicroglossidae
Euphlyctis_hexadactylus,139799,,62.83,21.39,23.59,2.85,9.08,6.29,6.97,2.76,9.71,28.96,27.73,Dicroglossidae
Euphlyctis_hexadactylus,139798,,61.86,22.68,24.95,3.25,9.15,5.85,6.74,2.86,9.69,30.08,29.88,Dicroglossidae
Fejervarya_limnocharis,185409,,45.89,15.27,17.88,3.05,7.73,5.32,3.9,2.92,8.08,21.26,24.15,Dicroglossidae
Fejervarya_limnocharis,185381,,43.11,13.92,16.98,2.73,6.12,5.6,3.47,2.42,7.41,20.35,22.29,Dicroglossidae
Fejervarya_limnocharis,185394,,41.4,13.86,17.21,3.25,5.9,5.28,3.41,2.98,7.58,19.48,22.32,Dicroglossidae
Hoplobatrachus_occipitalis,64975,,105.19,34.03,36.47,5.33,11.17,8.55,7.52,2.74,16.09,44.36,43.83,Dicroglossidae
Hoplobatrachus_tigerinus,237198,,135.32,48.92,45.62,6.55,17.67,9,11.37,5.8,28.67,65.29,69.31,Dicroglossidae
Hoplobatrachus_tigerinus,220943,,157.1,62.6,53.57,6.94,22.98,12.07,13.64,9.76,30.44,76.01,78.35,Dicroglossidae
Hoplobatrachus_tigerinus,237197,,116.4,41.64,42.76,5.75,16.73,10.18,10.65,7.77,22.6,54.21,57.33,Dicroglossidae
Hoplobatrachus_tigerinus,237199,,124.62,43.6,45.74,6.56,18.55,11.11,11.2,6.05,24.84,53.25,61.65,Dicroglossidae
Limnonectes_kuhlii,199206,,59.02,23.75,30.65,6.2,9.6,8.02,4.01,4.21,9.24,24.3,25.6,Dicroglossidae
Limnonectes_kuhlii,199205,,63.08,25.16,31.48,4.88,9.9,7.39,4.66,3.95,10.13,23.99,31.78,Dicroglossidae
Limnonectes_kuhlii,199204,,56.51,24.34,28.55,5.37,9.02,5.45,3.97,3.19,10.94,27.27,29.43,Dicroglossidae
Limnonectes_leytensis,65422,metal tag,54.21,19.66,22.24,5.31,10.09,7.61,3.86,3.53,8.58,26.43,27.8,Dicroglossidae
Limnonectes_leytensis,65422,A,53.05,20.39,21.92,5.31,9.48,8.36,5.1,3.81,8.94,27.27,27.61,Dicroglossidae
Limnonectes_leytensis,65422,B,48.16,18.66,22.33,4.44,8.6,8.07,4.18,3.01,8.54,25.31,25.43,Dicroglossidae
Limnonectes_macrocephalus,65417,A,84.43,34.64,46.3,7.5,15.59,12.15,7.16,6.01,14.52,44.13,44.79,Dicroglossidae
Limnonectes_macrocephalus,65417,B,80.32,31.01,35.97,5.87,12.41,9.74,6.49,4.11,12.81,41.62,41.62,Dicroglossidae
Limnonectes_macrocephalus,65417,C,74.28,28.03,28.52,6.06,11.64,8.91,6.33,5.83,12.64,36.32,36.75,Dicroglossidae
Limnonectes_macrodon,172843,,89.62,34.74,41.82,7.72,18.18,12.38,7.76,7.09,16.31,45.8,47.46,Dicroglossidae
Limnonectes_macrodon,175641,,79.41,29.67,35.43,6.38,14,11.06,6.92,3.91,13.23,37.15,38.98,Dicroglossidae
Limnonectes_macrodon,175640,,76.26,28.74,32.47,6.08,12.65,10.99,7.13,5.18,13.92,40.68,39.74,Dicroglossidae
Limnonectes_paramacrodon,201843,,60.62,22.33,26.89,5.43,10.88,7.81,5.7,3.32,10.85,32.13,33,Dicroglossidae
Limnonectes_paramacrodon,201841,,58.36,19.83,23.85,5.43,9.27,6.78,5.61,2.54,9.79,27.8,32.4,Dicroglossidae
Limnonectes_paramacrodon,201842,,51.49,17.28,21.71,4.84,8.03,5.84,5.05,3.09,9.32,25.81,28.25,Dicroglossidae
Occidozyga_baluensis,83066,B,24.08,7.19,8.51,2.41,2.86,3.37,1.44,1.26,3.86,10.56,14.03,Dicroglossidae
Occidozyga_baluensis,83066,C,20.45,6.83,7.65,2.12,3.56,2.8,1.95,1.24,3.37,8.56,12.55,Dicroglossidae
Occidozyga_laevis,185999,,41.03,13.93,16.12,2.24,5.99,4.57,3.08,2.06,5.98,20.11,19.2,Dicroglossidae
Occidozyga_laevis,175651,,42.07,15.7,14.15,3.14,5.66,4.7,2.95,2.45,6.1,22.47,21.34,Dicroglossidae
Occidozyga_laevis,175656,,44.51,14.83,15.62,3.98,6.68,4.11,2.24,2.24,7.02,21.05,21.97,Dicroglossidae
Diasporus_vocator,129233,,16,5.02,5.9,1.72,3.29,2.22,1.34,0.84,3.15,8.04,6.64,Eleutherodactylidae
Diasporus_vocator,129207,,17.08,5.37,6.71,1.78,3.55,2.29,1.68,0.99,3.55,7.43,7.39,Eleutherodactylidae
Diasporus_vocator,129239,4642,16.07,4.79,5.68,1.57,3.31,2.03,1.15,1.1,3.56,6.8,7.17,Eleutherodactylidae
Eleutherodactylus_abbotti,58535,,18.53,6.7,7.87,1.84,4.08,2.68,2.05,1.03,3.85,8.15,9.43,Eleutherodactylidae
Eleutherodactylus_abbotti,86052,A,17.67,6.94,6.8,2.24,3.79,2.78,1.82,1.32,3.78,7.81,8.72,Eleutherodactylidae
Eleutherodactylus_albipes,107602,A,19.54,7.03,7.6,2.02,3.64,2.4,1.6,0.78,4.59,7.86,8.21,Eleutherodactylidae
Eleutherodactylus_alticola,92436,,22.24,8.54,8.87,2.11,4.24,2.73,2.11,1.15,5.36,9.45,10.25,Eleutherodactylidae
Eleutherodactylus_andrewsi,92442,,18.03,6.94,7.39,1.67,3.72,2.61,1.85,1.33,3.54,8.38,8.64,Eleutherodactylidae
Eleutherodactylus_antillensis,55822,A,30.31,11.85,12.53,2.85,6.43,4.22,4.09,1.25,5.97,14.01,15.03,Eleutherodactylidae
Eleutherodactylus_antillensis,73483,,29.07,11.28,11.7,2.82,6.79,4.39,3.95,1.25,6.67,14.26,14.79,Eleutherodactylidae
Eleutherodactylus_antillensis,55822,metal,35.57,13.28,14.08,3.59,7.9,4.78,4.31,1.65,7.34,15.05,15.16,Eleutherodactylidae
Eleutherodactylus_antillensis,80669,A,34.81,13.86,13.95,3.06,7.5,5.12,4.43,1.82,6.77,13.15,14.48,Eleutherodactylidae
Eleutherodactylus_antillensis,80669,B,33.72,12.92,13.19,2.84,6.8,4.34,4.22,1.9,7.02,14.66,14.07,Eleutherodactylidae
Eleutherodactylus_antillensis,73480,A,32.79,12.96,13.42,2.92,7.06,4.16,4.05,1.8,6.5,14.02,14.75,Eleutherodactylidae
Eleutherodactylus_armstrongi,123073,5244,39.31,13.31,13.37,3.23,7.32,4.44,3.93,1.84,8.86,15.11,17.06,Eleutherodactylidae
Eleutherodactylus_armstrongi,123070,5021,37.9,13.8,14.78,3.83,7.74,4.46,4.15,1.32,9.57,18.06,19.37,Eleutherodactylidae
Eleutherodactylus_armstrongi,123070,5032,37.97,12.91,13.44,3.33,6.97,4.68,3.88,1.58,8.9,16.21,17.54,Eleutherodactylidae
Eleutherodactylus_audanti,123077,5233,23.53,8.24,9.26,2.04,4.81,2.98,2.8,1.19,5.33,10.59,12.53,Eleutherodactylidae
Eleutherodactylus_audanti,123076,5200,22.81,8.08,8.67,2.08,4.42,3.13,2.35,1.12,5.43,10.66,12.85,Eleutherodactylidae
Eleutherodactylus_audanti,123077,5224,23.08,7.87,8.98,2,4.51,2.93,2.35,1.43,5.41,10.22,12.09,Eleutherodactylidae
Eleutherodactylus_auriculatoides,86049,A,23.22,8.91,9.4,2.29,5.01,3.02,2.71,1.54,5.88,10.27,11.2,Eleutherodactylidae
Eleutherodactylus_auriculatoides,86049,,22.84,7.75,8.61,2.15,4.7,3.25,2.47,1.32,4.94,8.05,11.38,Eleutherodactylidae
Eleutherodactylus_auriculatus,98022,A,19.56,7.08,8.36,1.98,4.56,3.36,2.43,1.03,4.12,9.38,10.01,Eleutherodactylidae
Eleutherodactylus_auriculatus,98022,B,16.65,6.44,6.87,1.48,3.75,2.7,2.07,0.74,3.75,8.31,9.02,Eleutherodactylidae
Eleutherodactylus_auriculatus,98022,metal tag,17.53,6.77,7.84,1.56,3.59,2.94,2.17,0.74,3.93,7.78,9.02,Eleutherodactylidae
Eleutherodactylus_bakeri,123082,5238,27.96,10.18,10.61,2.5,5.92,3.4,3.19,1.33,5.51,10.38,12.05,Eleutherodactylidae
Eleutherodactylus_bakeri,123078,5055,28.35,10.11,10.45,2.2,6.3,3.2,2.9,1.77,5.84,10.57,12.54,Eleutherodactylidae
Eleutherodactylus_bakeri,123082,5217,31.14,10.59,10.9,2.37,6.08,3.32,3.21,1.68,5.46,10.23,12.64,Eleutherodactylidae
Eleutherodactylus_brittoni,125109,2035,18.24,6.89,6.83,1.98,3.7,2.57,1.84,1.2,3.97,7.08,7.94,Eleutherodactylidae
Eleutherodactylus_brittoni,125109,2030,17.12,6.21,6.94,2.05,4.1,2.38,1.71,1.18,3.96,7.85,8.51,Eleutherodactylidae
Eleutherodactylus_brittoni,125109,2033,17.14,5.97,6.94,1.77,3.7,2.3,1.9,1.07,3.75,7.58,7.64,Eleutherodactylidae
Eleutherodactylus_cubanus,127919,38672,19.34,7.32,7.28,1.86,3.68,2.26,2.13,1.04,3.99,9.82,10.34,Eleutherodactylidae
Eleutherodactylus_cubanus,108886,,21.69,8.2,8.64,2.1,4.37,2.53,2.35,1.13,4.85,10.73,12.03,Eleutherodactylidae
Eleutherodactylus_cubanus,204775,,20.78,7.89,8.46,2.08,4.15,2.38,2.42,1.31,4.22,10.39,9.93,Eleutherodactylidae
Eleutherodactylus_pantoni,85843,A,32.2,12.91,13.19,3.41,6.78,4.66,3.92,1.69,7.14,12.91,13.63,Eleutherodactylidae
Eleutherodactylus_pantoni,85842,277,42.78,17.98,18.31,3.91,9.56,5.56,5.89,2.37,8.81,20.16,19.64,Eleutherodactylidae
Eleutherodactylus_pantoni,85843,B,37.36,15.28,14.31,3.72,8.3,5.07,4.09,1.31,8.67,16.68,16.65,Eleutherodactylidae
Eleutherodactylus_patriciae,124783,,31.6,11.95,11,2.45,6.44,4.41,3.15,1.1,7.99,13.94,14.63,Eleutherodactylidae
Eleutherodactylus_patriciae,124787,,29.88,12.36,12.22,2.68,6.03,4.25,2.97,1.34,7.22,14.33,14.5,Eleutherodactylidae
Eleutherodactylus_patriciae,124781,,31.48,11.71,11.16,2.84,5.93,4.19,2.78,1.29,6.94,12.96,14.41,Eleutherodactylidae
Eleutherodactylus_pinarensis,92441,,23.73,8.56,8.95,2.02,4.82,3.21,2.68,0.9,5.77,10.51,11.2,Eleutherodactylidae
Eleutherodactylus_pipilans,115448,9854,27.87,9.56,9.72,2.18,5.46,3.86,3.03,1.22,7.19,10.56,10.73,Eleutherodactylidae
Eleutherodactylus_pipilans,115448,9855,27.39,9.61,9.51,2.25,5.18,3.72,2.67,1.07,7.56,11.56,11.42,Eleutherodactylidae
Eleutherodactylus_pipilans,123996,6750,28.46,9.03,9.31,2.2,5.18,3.59,2.77,1.28,6.96,12.17,12.08,Eleutherodactylidae
Eleutherodactylus_planirostris,110112,3510,23.77,8.51,8.98,1.75,4.55,3.08,2.9,0.7,5.37,10.21,10.81,Eleutherodactylidae
Eleutherodactylus_planirostris,110112,3642,23.21,8.13,8.21,1.68,4.63,2.94,2.78,0.94,5.1,11.36,11.14,Eleutherodactylidae
Eleutherodactylus_planirostris,110112,3572,23.13,8.38,9.41,1.94,4.54,2.87,2.57,0.8,5.87,10.93,10.63,Eleutherodactylidae
Eleutherodactylus_portoricensis,125178,,36.98,16.78,16.09,3.21,7.99,5.16,4.59,1.32,8.46,18.74,18.29,Eleutherodactylidae
Eleutherodactylus_portoricensis,125146,2294,39.14,16.65,16.25,3.38,8.89,4.71,5.22,1.33,8.57,18.06,20.03,Eleutherodactylidae
Eleutherodactylus_portoricensis,125146,2298,41.25,18.17,17.84,3.22,9.76,5.34,5.51,1.84,9.73,18.84,21.38,Eleutherodactylidae
Eleutherodactylus_richmondi,73463,,36.96,13.65,15.41,3.13,6.64,5.13,4.46,1.62,8.7,17.89,19.08,Eleutherodactylidae
Eleutherodactylus_richmondi,73464,992,38.81,13.89,16.28,3.53,6.71,5.98,4.36,1.5,9.78,18.23,18.6,Eleutherodactylidae
Eleutherodactylus_richmondi,125154,2238,37.05,13.76,14.33,3.56,6.68,4.96,4.28,1.36,8.64,17.23,16.83,Eleutherodactylidae
Eleutherodactylus_ronaldi,80910,metal tag,22.38,9.45,9.27,2.37,4.79,3.78,2.88,1.55,5.38,10.56,11.88,Eleutherodactylidae
Eleutherodactylus_ruthae,92208,,45.71,17.78,17.83,3.78,8.31,5.78,5.29,2.32,11.63,23.5,23.64,Eleutherodactylidae
Eleutherodactylus_schmidti,86053,,31.12,10.99,12.56,2.66,5.79,4.08,3.11,1.5,6.71,15.95,17.11,Eleutherodactylidae
Eleutherodactylus_schwartzi,80670,A,32.52,13.22,13.17,2.54,7.72,3.85,4.31,0.91,6.01,13.51,15.49,Eleutherodactylidae
Eleutherodactylus_schwartzi,73549,A,32.65,13.26,13.1,3.01,7.94,4.21,4.13,1.38,5.9,14.98,16.5,Eleutherodactylidae
Eleutherodactylus_schwartzi,73549,B,30.49,11.84,11.49,2.55,6.81,3.62,3.79,1.13,6.21,13.47,14.94,Eleutherodactylidae
Eleutherodactylus_turquinensis,107605,,26.25,8.72,10.1,2.59,4.91,3.61,2.44,1.58,5.06,13.72,13.14,Eleutherodactylidae
Eleutherodactylus_varleyi,65038,,13.99,4.95,5.2,1.31,2.79,2.01,1.43,0.78,2.93,6.01,6.4,Eleutherodactylidae
Eleutherodactylus_varleyi,63978,A,13.67,4.31,5.55,1.25,2.88,1.91,1.36,1.04,2.81,4.39,6.56,Eleutherodactylidae
Eleutherodactylus_varleyi,63978,B,13.1,3.9,4.81,1.06,2.53,1.84,1.45,0.62,2.53,4.54,6.11,Eleutherodactylidae
Eleutherodactylus_weinlandi,92212,paper tag,27.39,9.98,10.82,2.92,5.37,3.08,3.13,1.5,6.77,12.89,13.54,Eleutherodactylidae
Eleutherodactylus_weinlandi,92212,metal tag,33.18,11.2,12.2,3.4,6.08,4.01,3.56,1.88,7.25,14.16,14.92,Eleutherodactylidae
Eleutherodactylus_wetmorei,123383,12425,33.28,11.78,11.82,2.52,6.68,4.25,4.06,1.04,6.14,12.29,14.95,Eleutherodactylidae
Eleutherodactylus_wetmorei,123383,12436,33.65,11.81,12.75,2.78,6.61,3.88,3.34,1.2,6.67,11.87,16.34,Eleutherodactylidae
Eleutherodactylus_wetmorei,123383,12437,38.44,13.47,14.46,2.92,7.93,4.6,4.34,1.57,8.09,15.25,18.66,Eleutherodactylidae
Heleophryne_purcelli,94139,A,47.95,17.66,16.65,4.14,8.79,5.43,4.46,3,8.93,21.33,23.86,Heleophrynidae
Flectonotus_pygmaeus,113875,4489,23.83,8.68,9.14,2.68,5.8,3.61,2.86,1.34,5.3,12.64,14.22,Hemiphractidae
Flectonotus_pygmaeus,113874,4270,23.84,9,9.55,1.9,5.89,3.67,2.74,1.56,5.8,12,15.42,Hemiphractidae
Flectonotus_pygmaeus,157041,1644,26.68,9.57,10.14,2.12,4.8,3.49,2.99,1.59,5.74,12.25,16.58,Hemiphractidae
Flectonotus_pygmaeus,113876,4493,23.01,8.54,8.44,1.69,5.06,3.18,3.22,1.95,5.29,10.45,13.02,Hemiphractidae
Gastrotheca_aureomaculata,121025,,70.11,25.75,26.13,6.03,12.84,6.46,7.13,3.34,16.88,38.16,36.39,Hemiphractidae
Gastrotheca_aureomaculata,121026,,76.86,23.39,22.62,4.56,11.87,6.68,6.44,2.63,14.75,31.22,34.81,Hemiphractidae
Gastrotheca_aureomaculata,121028,,66.75,21.67,21.11,3.76,10.91,6.18,5.68,1.78,15.27,30.41,31.7,Hemiphractidae
Gastrotheca_aureomaculata,121027,,69.48,23.18,21.02,4.45,10.72,6.19,6.47,2.77,15.35,33.12,31.72,Hemiphractidae
Gastrotheca_cornuta,167312,4011,66.98,25.39,26.71,4.43,14.3,7.54,6.5,2.76,15.05,38.99,44.61,Hemiphractidae
Gastrotheca_cornuta,148010,,58.57,22.35,21.45,3.7,12.6,6.2,5.72,2.23,14.25,32.38,38.2,Hemiphractidae
Gastrotheca_dunni,71217,A,47.39,18.7,19.75,3.33,7.97,5.9,4.79,2.51,10.82,21.1,22.34,Hemiphractidae
Gastrotheca_dunni,71217,Metal Tag,45.53,18.39,19.09,3.17,9.93,5.18,4.51,1.85,8.2,19.62,24.47,Hemiphractidae
Gastrotheca_dunni,78300,,42.3,15.57,15.27,2.94,7.48,5.01,4.41,1.48,8.87,18.14,20.29,Hemiphractidae
Gastrotheca_dunni,89454,,43.28,14.28,16.48,2.39,6.44,4.66,3.63,2.07,9.65,17.06,18.81,Hemiphractidae
Gastrotheca_dunni,90599,Metal Tag,38.18,14.47,17.2,2.84,7.23,4.76,4.16,1.43,9.28,20.17,18.85,Hemiphractidae
Gastrotheca_griswoldi,90169,Metal Tag,41.8,13.83,17.11,2.68,6.3,4.37,3.8,1.9,7.86,17.19,18.79,Hemiphractidae
Gastrotheca_griswoldi,90169A,,39.39,13.19,14.25,2.71,6.86,4.12,3.55,1.63,8.91,17.02,17.83,Hemiphractidae
Gastrotheca_griswoldi,90169B,,32.97,12.31,11.93,2.46,6.63,3.51,3.64,1.36,7.73,16.44,16.06,Hemiphractidae
Gastrotheca_marsupiata,68164,,35.35,12.21,13.23,2.36,6.34,4.02,4.04,1.47,7.36,17.18,16.76,Hemiphractidae
Gastrotheca_marsupiata,66638A,,42.02,13.74,13.34,2.71,6.72,3.99,3.94,1.74,9.02,17.42,19.31,Hemiphractidae
Gastrotheca_marsupiata,66637A,,40.49,13.34,13.29,2.9,5.82,5.15,3.95,1.88,8.88,18.18,17.75,Hemiphractidae
Gastrotheca_marsupiata,68165C,,38.19,13.12,13.98,2.47,7.05,4.09,2.49,1.23,7.65,17.3,17.93,Hemiphractidae
Gastrotheca_marsupiata,66638,Metal Tag,40.58,12.67,13.5,2.58,6.28,3.78,3.93,1.54,8.92,19.25,19.48,Hemiphractidae
Gastrotheca_orophylax,170980,642,51.23,18.09,17.38,3.66,8.84,5.23,4.49,1.62,12.61,20.81,23.69,Hemiphractidae
Gastrotheca_orophylax,170981,665,57.51,19.24,19.7,4.04,9.92,6.99,4.69,2.33,14.19,21.1,25.17,Hemiphractidae
Gastrotheca_orophylax,154405,168,47.95,18.3,18.55,3.13,8.41,5.43,4.73,1.65,10.28,20.54,23.23,Hemiphractidae
Gastrotheca_peruana,57558,,18.41,6.94,7.34,1.71,3.99,2.49,2.3,1.02,4.51,7.74,8.86,Hemiphractidae
Gastrotheca_peruana,57558,,19.25,6.79,7.89,1.72,4,2.48,2.22,1.07,3.99,8.7,8.79,Hemiphractidae
Gastrotheca_peruana,57559,,18.25,7,8.67,1.46,3.76,2.46,1.72,0.78,5.28,9.07,9.87,Hemiphractidae
Gastrotheca_riobambae,92287,,49.51,18.7,20.31,3.35,9.15,5.69,4.56,2.4,10.95,21.03,21.47,Hemiphractidae
Gastrotheca_riobambae,92276,,45.76,18.68,17.53,2.95,7.89,5.17,5.09,1.76,10.76,23.16,20.13,Hemiphractidae
Gastrotheca_riobambae,92288,,51.83,18.37,19.13,3.29,8.56,5.37,4.42,1.53,11.42,20.68,24.18,Hemiphractidae
Gastrotheca_riobambae,92272,,45.7,18.38,18.43,3.22,8.66,5.21,4.56,2,9.99,15.69,21.98,Hemiphractidae
Gastrotheca_riobambae,55508,Metal Tag,44.57,16.67,17.2,3.38,8.03,5.03,4.27,2.16,10.78,19.55,20.31,Hemiphractidae
Gastrotheca_walkeri,113881,4190,35.57,13.73,13.44,2.01,6.1,4.76,3.3,1.21,7.19,20.81,21.24,Hemiphractidae
Gastrotheca_weinlandii,90245,,76.07,36.34,31.6,5.07,16.3,10.36,7.97,3.01,19.28,49.99,53.21,Hemiphractidae
Gastrotheca_weinlandii,90246,,75.41,30.87,32.84,4.2,14.16,9.25,6.16,2.44,16.84,45.19,50.68,Hemiphractidae
Gastrotheca_weinlandii,90247,,70.22,32.08,28.72,4.79,14.76,7.99,7.23,2.63,17.11,36.9,50.44,Hemiphractidae
Hemiphractus_proboscideus,129302,5333,58.14,27.27,26.63,2.45,11.96,5.52,7.57,6.58,12.49,28.1,35.95,Hemiphractidae
Hemiphractus_proboscideus,92110,,61.97,29.09,25.39,3.22,11.67,7.03,7.01,5.76,13.09,30.94,35.48,Hemiphractidae
Hemiphractus_scutatus,92103,,72.87,41.31,36.1,4.52,18.43,7.63,8.42,2.18,13.53,33.46,32.34,Hemiphractidae
Hemiphractus_scutatus,92104,,76.05,44.89,36.69,4.35,17.26,7.68,8.49,2.06,13.33,34.24,32.28,Hemiphractidae
Hemiphractus_scutatus,92106,,80.73,44.34,39.04,4.81,18.82,8.44,7.51,1.9,16.91,34.57,35.21,Hemiphractidae
Hemisus_marmoratus,227256,,29.97,10.71,8.45,1.53,4.58,3.18,3.07,1.18,3.99,12.96,11.57,Hemisotidae
Hemisus_marmoratus,227253,,31.06,11.68,9.52,2.02,5.3,2.41,3.46,0.92,6.49,13.51,12.64,Hemisotidae
Hemisus_marmoratus,227254,,29.94,11.45,10.38,1.94,5.19,2.64,3.61,1.04,3.23,11.28,10.56,Hemisotidae
Acris_crepitans,84390,2410,25.72,5.28,9.04,2.36,3.61,2.71,2.77,1.45,5.2,12.52,16.73,Hylidae
Acris_crepitans,53485,,24.63,5.53,8.49,1.55,3.21,2.58,2.78,2.72,4.84,11.34,13.94,Hylidae
Acris_crepitans,53183,,23.83,5.55,8.54,1.76,3.39,2.25,2.62,2.33,5.14,10.87,15.17,Hylidae
Acris_crepitans,53493,,23.01,5.48,8.29,2.22,2.81,2.59,2.19,2.1,3.95,8.58,11.02,Hylidae
Acris_crepitans,74563,,26.83,6.84,8.55,2.61,4.3,2.58,2.15,1.87,4.47,12.27,11.07,Hylidae
Acris_gryllus,99372,,23,5.13,9.51,2.09,3.51,2.51,2.41,2.36,4.46,13.48,15.15,Hylidae
Acris_gryllus,93942,,23.06,5.59,10.11,1.76,3.43,2.75,2.01,1.51,3.78,13.35,14.84,Hylidae
Acris_gryllus,93940,A,24.44,6.31,9.31,2.13,4.02,2.56,2.36,1.96,4.89,12.55,16.61,Hylidae
Acris_gryllus,93940,B,23.36,5.7,8.21,2.21,3.5,2.41,2.7,2.11,4.45,11.71,15.55,Hylidae
Acris_gryllus,93940,C,22.68,6.16,8.74,2.46,3.99,2.42,2.72,2.64,5.09,10.4,16.86,Hylidae
Anotheca_spinosa,121300,3346,64.68,20.05,23.8,3.81,12.38,7.73,6.8,2.74,17.02,32.85,32.84,Hylidae
Anotheca_spinosa,121300,3350,65.07,19.8,22.75,4.21,11.49,6.95,7.52,1.89,15.73,30.43,29.18,Hylidae
Anotheca_spinosa,118178,12025,67.21,19.94,27.75,4.66,12.08,6.03,7.16,2.86,15.52,27.95,32.09,Hylidae
Anotheca_spinosa,121196,3822,61.56,19.42,26.39,3.92,11.22,6.91,8.26,2.51,14.21,26.92,31.41,Hylidae
Anotheca_spinosa,121197,3950,63.53,20.75,27,4.41,11.19,7.83,7.14,2.99,14.95,26.33,31.7,Hylidae
Aparasphenodon_brunoi,103562,,76.75,21.39,26.23,3.59,14.39,8.14,10.97,3.41,11.48,28.61,28.56,Hylidae
Aparasphenodon_brunoi,10356,,74.37,20.79,25.6,3.52,14.52,7.85,11.04,2.83,12.16,26.43,29.02,Hylidae
Aparasphenodon_brunoi,103562,,77.15,20.55,24.64,3.87,13.46,7.7,10.66,3.07,11.78,23.76,29.09,Hylidae
Aparasphenodon_brunoi,104147,,73.92,20.22,27.19,3.3,14.41,7.75,11.35,3.61,11.68,29.79,30.45,Hylidae
Aplastodiscus_albofrenatus,127905,30520,43.28,13.86,14.4,2.21,7.98,3.49,4.08,1.5,8.59,20.7,21.42,Hylidae
Aplastodiscus_albofrenatus,104179,,35.55,12.53,13.51,2.35,6.7,3.75,3.52,1.34,5.7,17.74,17.96,Hylidae
Aplastodiscus_albofrenatus,127905,30519,36.87,12.05,13.94,2.25,6.91,3.33,4.37,1.37,6.75,17.77,17.78,Hylidae
Bokermannohyla_circumdata,68782,,65.74,22.71,23.68,3.66,10.53,6.81,6.49,2.22,11.5,33.75,34.1,Hylidae
Bromeliohyla_bromeliacia,90911,,27.7,9.84,9.38,1.96,5.74,3.11,3.02,1.43,4.65,11.74,14.09,Hylidae
Bromeliohyla_bromeliacia,89167,,30.46,12.11,12.15,1.63,6.71,3.44,3.35,1.21,7,15.67,16.79,Hylidae
Bromeliohyla_bromeliacia,86167,,32.16,10.9,11.77,1.9,6.53,3.66,3.41,1.29,6.69,15.81,16.08,Hylidae
Charadrahyla_nephila,123328,6959,60.1,20.01,20.26,4.33,11.19,6.2,4.36,1.6,12.11,27.24,30.54,Hylidae
Charadrahyla_nephila,123328,6962,57.56,18.88,19.7,4.57,11.36,6.31,4.14,2.09,12.38,25.16,30.96,Hylidae
Charadrahyla_nephila,123328,6964,59.62,18.62,19.04,5,10.86,6.08,4.75,2.68,12.26,24.93,30.28,Hylidae
Charadrahyla_nephila,123328,6963,59.1,18.32,19.41,5.39,11.23,6.86,4.49,2.49,13.54,25.1,31.96,Hylidae
Charadrahyla_nephila,123328,6967,59.42,19.44,19.8,5.54,10.93,7.45,4.51,3.14,11.69,25.2,29.13,Hylidae
Charadrahyla_taeniopus,121496,8747,57.86,19.5,20.75,5.28,12,5.74,5.28,2.49,12.94,28.38,31.76,Hylidae
Charadrahyla_taeniopus,125752,9653,66.07,20.79,21.25,4.8,11.88,5.86,5.77,2.34,13.26,30.81,35.02,Hylidae
Corythomantis_greeningi,209822,3281,47.62,13.55,18.04,3.02,9.13,4.96,5.59,2.75,9.44,18.5,20.43,Hylidae
Corythomantis_greeningi,209819,3159,55.29,16.82,20.77,3.26,10.31,5.02,7.67,3.75,11.63,20.76,24.39,Hylidae
